County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative deaths,Area of Concern Category,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days__1,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting)__1,Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting)__1,% tests resulted in 3 or fewer days - absolute change__1,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Washington County, MN",27163,Large fringe metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,Region 5,262440,0.0721,0.0465,8.00E-04,0,0,4.00E-04,602,229,14,5.3,-0.28,-0.26,0.000475922,835,318,19,7.2,19904,223,SustainedHotspot,0.068,12334,4700,0.99,-0.008,0.11,0.01,0.076,11156,4251,1,0.98,0.009,-0.06,0.02,0.067,11890,4531,1,0.96,11,9,0,0,0.85,0.09,0.83,0.18,0.06,0.02,-0.56,-1,0.11,-0.06,0.13,-0.07,-0.02,-0.04,2,128.5714286,21,23.14285714,1,1,1,1,0.029872182,0.046799156,0.155719403,2.68,0.048395824,0.044589239,0.01,0.064273739,0.0682,0.312003,Uncertain
"McLean County, IL",17113,Small metro,"Bloomington, IL",Metropolitan,IL,Region 5,171517,1,0.0135,5.00E-04,19896,0.116,4.00E-04,601,350,15,8.7,-0.24,-0.42,0.000450844,791,461,26,15.2,13013,156,SustainedHotspot,0.079,4999,2915,0.98,-0.03,0.16,-0.01,0.109,4315,2516,1,0.99,0.003,0.1,0.02,0.106,3912,2281,1,0.97,33,10,51,16,0.69,0.15,0.5,0.21,0.14,0.06,-0.23,0.06,-0.02,-0.01,-0.11,0,-0.02,0.01,2,323,32,69,1,1,1,1,0.037867429,0.146248951,0.137723957,2.51,0.081263082,0.051668348,0,0.051143618,0.1904,0.429481,Likely Decreasing
"Whatcom County, WA",53073,Small metro,"Bellingham, WA",Metropolitan,WA,Region 10,229247,1,0.0301,7.00E-04,17364,0.0757,4.00E-04,601,262,0,0,0.02,-1,0.000335141,588,256,1,0.4,4667,56,SustainedHotspot,0.048,398,174,0.92,-0.035,0.43,-0.02,0.083,278,121,2,0.94,0.053,-0.08,-0.01,0.03,301,131,1,0.95,30,12,6,2,0.9,0.09,0.59,0.17,0.11,0.03,0.36,-0.14,0,0.02,-0.01,0,0.02,-0.01,1,246,43,43,1,1,1,1,0.064891151,0.150187137,0.179740629,2.49,0.010464695,0.09809943,0.03,0.047669108,0.4541,0.285259,Uncertain
"Boulder County, CO",8013,Medium metro,"Boulder, CO",Metropolitan,CO,Region 8,326196,1,0.0566,0.001,31497,0.0966,4.00E-04,598,183,13,4,-0.24,0.62,0.000448564,787,241,8,2.5,16114,195,SustainedHotspot,0.044,15392,4719,0.89,-0.005,-0.05,0.01,0.049,16150,4951,1,0.88,0.008,0.21,-0.04,0.041,13307,4079,1,0.92,56,9,25,4,0.56,0.06,0.58,0.11,0.07,0.01,0.06,0.56,-0.03,-0.02,-0.02,-0.1,-0.07,-0.03,4,608,66,84,1,1,1,1,0.050366682,0.124561086,0.148248292,2.46,0.009852972,0.139728875,0.01,0.050156961,0.1704,0.018784,Uncertain
"Tom Green County, TX",48451,Small metro,"San Angelo, TX",Metropolitan,TX,Region 6,119200,0.9768,0.0041,4.00E-04,6264,0.0526,4.00E-04,595,499,13,10.9,-0.37,1.17,0.000542038,951,798,6,5,14470,199,SustainedHotspot,0.106,2090,1753,0.95,-0.018,-0.12,0.08,0.124,2382,1998,1,0.87,-0.015,0,-0.09,0.139,2385,2001,1,0.96,77,17,1,0,0.55,0.2,0.76,0.6,0.16,0.15,-0.13,0,0.02,0.02,0.08,0.01,0.01,0.02,2,452,29,99,0.5,0.5,1,0.5,0.150969357,0.13623191,0.15625,2.58,0.036208054,0.40716443,0.01,0.014253356,0.6643,0.48042,Uncertain
"Fayette County, PA",42051,Large fringe metro,"Pittsburgh, PA",Metropolitan,PA,Region 3,129274,0.0558,0.0101,4.00E-04,0,0,4.00E-04,594,459,36,27.8,-0.36,0.64,0.000532919,935,723,22,17,8850,172,SustainedHotspot,0.157,2825,2185,0.94,-0.056,-0.15,0.03,0.213,3337,2581,2,0.91,-0.018,0.03,0.12,0.231,3253,2516,2,0.79,38,25,8,5,0.8,0.28,0.9,0.49,0.32,0.23,0.02,0.19,-0.02,-0.06,0.09,0.05,0.04,0.03,2,150.8571429,15,21,1,1,1,1,0.053108818,0.177045444,0.217035135,2.34,0.046660581,0.013018859,0,0.004053406,0.6248,0.65425,Likely Decreasing
"Jefferson County, NY",36045,Small metro,"Watertown-Fort Drum, NY",Metropolitan,NY,Region 2,109834,1,0.0056,3.00E-04,0,0,4.00E-04,594,541,6,5.5,0.21,0.5,0.000278714,489,445,4,3.6,2942,20,SustainedHotspot,0.091,3411,3106,0.93,0.01,0.28,0,0.081,2658,2420,2,0.93,0.018,-0.06,0.01,0.063,2839,2585,1,0.92,32,15,22,10,0.66,0.15,0.72,0.32,0.16,0.01,-0.16,-0.39,0.01,0.02,-0.09,-0.15,0.01,0.01,3,219.4285714,13.14285714,41,1,1,1,1,0.059501184,0.148757091,0.142132673,2.5,0.059863066,0.077944899,0.01,0.017216891,0.6484,0.782235,Uncertain
"Gallatin County, MT",30031,Micropolitan,"Bozeman, MT",Micropolitan,MT,Region 8,114434,1,0.1071,3.00E-04,13085,0.1143,4.00E-04,581,508,2,1.7,-0.16,0,0.000392137,688,601,2,1.7,10582,41,SustainedHotspot,0.079,3198,2795,0.98,-0.042,-0.01,0.08,0.121,3231,2823,1,0.9,-0.033,0.48,-0.05,0.154,2185,1909,1,0.95,15,14,3,3,0.83,0.11,0.89,0.12,0.07,0,-0.27,0.45,0.01,-0.03,0.09,-0.04,0.01,0,2,105.4285714,20,21,1,1,1,1,0.083255872,0.11900779,0.131342084,2.4,0.004360592,0.03983082,0.01,0.015843193,0.0427,0.052213,Uncertain
"Stafford County, VA",51179,Large fringe metro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,VA,Region 3,152882,0.0243,0.0179,5.00E-04,0,0,4.00E-04,577,377,5,3.3,0.02,1.5,0.000321461,564,369,2,1.3,6425,32,SustainedHotspot,0.161,2466,1613,0.96,-0.128,-0.16,0.03,0.289,2945,1926,2,0.93,0.02,0.2,0.02,0.27,2458,1608,2,0.91,16,16,5,5,0.68,0.17,0.76,0.33,0,0,-0.27,-0.55,0.02,-0.05,-0.14,0.05,-0.03,-0.03,1,100,6,13,1,1,1,1,0.073759664,0.045413366,0.107383472,3.03,0.187948876,0.141762928,0.01,0.035929671,0.1541,0.106654,Uncertain
"Champaign County, IL",17019,Small metro,"Champaign-Urbana, IL",Metropolitan,IL,Region 5,209689,0.9277,0.0165,6.00E-04,43313,0.2066,4.00E-04,574,274,3,1.4,-0.31,0,0.000474782,833,397,3,1.4,15239,94,SustainedHotspot,0.022,32415,15459,1,-0.006,0.34,0,0.028,24279,11579,0,1,-0.007,0.43,0,0.035,17011,8112,0,1,59,9,388,57,0.76,0.11,0.67,0.22,0.27,0.07,-0.03,0.16,0.04,0.01,0.01,0.05,0.05,0.02,2,675.2857143,70,136,1,1,1,1,0.047510549,0.2085207,0.132706055,2.35,0.134055673,0.062554545,0,0.109142587,0.499,0.5234,Uncertain
"Gregg County, TX",48183,Small metro,"Longview, TX",Metropolitan,TX,Region 6,123945,0.4324,0.0043,4.00E-04,1376,0.0111,4.00E-04,573,462,22,17.7,0.52,0.38,0.000214308,376,303,16,12.9,7872,210,SustainedHotspot,0.143,2144,1730,0.84,0.009,-0.18,-0.04,0.134,2625,2118,1,0.88,-0.059,-0.09,-0.02,0.193,2871,2316,1,0.9,13,13,0,0,0.58,0.16,0.78,0.02,0.24,0,-0.41,-1,-0.09,-0.09,-0.03,-0.33,-0.21,-0.12,3,98.66666667,27.42857143,39.71428571,1,1,1,1,0.189716414,0.175967533,0.15693251,2.61,0.202493041,0.192214289,0.01,0.014070757,0.8825,0.622095,Uncertain
"Rock County, WI",55105,Small metro,"Janesville-Beloit, WI",Metropolitan,WI,Region 5,163354,1,0.0281,5.00E-04,1228,0.0075,4.00E-04,571,350,7,4.3,-0.1,0.4,0.000362499,636,389,5,3.1,14341,138,SustainedHotspot,0.097,5613,3436,0.99,-0.02,0.13,0.01,0.117,4951,3031,1,0.98,-0.006,-0.03,0.02,0.123,5084,3112,1,0.96,37,11,13,4,0.58,0.1,0.72,0.36,0.16,0.12,0.22,-0.01,-0.01,0.01,0.25,0.11,-0.03,-0.02,4,328.2857143,53,38,1,1,1,1,0.062459105,0.13586572,0.170782472,2.46,0.0489183,0.091433329,0.01,0.013351372,0.4561,0.136581,Uncertain
"Lancaster County, SC",45057,Large fringe metro,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,SC,Region 4,98012,0.0372,0.019,3.00E-04,0,0,4.00E-04,571,583,5,5.1,-0.1,0.67,0.000360219,632,645,3,3.1,6726,101,SustainedHotspot,0.245,2158,2202,0.68,-0.006,0.22,-0.22,0.251,1776,1812,1,0.9,0.032,0.22,0.11,0.219,1461,1491,1,0.79,23,28,7,9,0.87,0.22,0.93,0.38,0.21,0.05,-0.03,-0.35,0.06,0,0.04,0,0.04,-0.01,1,81.71428571,16.57142857,26,1,1,1,1,0.100869982,0.145575631,0.214392115,2.68,0.208923397,0.058513243,0,0.015630739,0.5121,0.460045,Uncertain
"Wichita County, TX",48485,Small metro,"Wichita Falls, TX",Metropolitan,TX,Region 6,132230,0.8742,0.0046,4.00E-04,4520,0.0342,4.00E-04,567,429,9,6.8,-0.56,-0.61,0.000739817,1298,982,23,17.4,12912,250,SustainedHotspot,0.227,2349,1776,0.89,-0.037,-0.39,-0.05,0.264,3847,2909,1,0.94,-0.036,0.4,-0.01,0.301,2740,2072,1,0.95,82,22,47,13,0.77,0.3,0.91,0.58,0.3,0.15,-0.33,0.01,-0.03,-0.04,-0.01,-0.09,-0.03,-0.03,4,368.8333333,55,143.1666667,1,1,1,1,0.13809919,0.185143471,0.15014747,2.43,0.104242608,0.198290857,0.01,0.021356727,0.8166,0.350525,Uncertain
"Hunt County, TX",48231,Large fringe metro,"Dallas-Fort Worth-Arlington, TX",Metropolitan,TX,Region 6,98594,0.013,0.0034,3.00E-04,7179,0.0728,4.00E-04,566,574,5,5.1,1.72,-0.38,0.000118553,208,211,8,8.1,4440,97,SustainedHotspot,0.201,1512,1534,0.89,-0.053,0.02,0,0.254,1489,1510,2,0.89,0.009,0.1,-0.01,0.245,1353,1372,2,0.9,25,15,10,6,0.92,0.4,1,0.64,0.72,0.18,-0.55,-0.19,-0.01,-0.11,0,0,0.16,0.08,1,162.8333333,16.16666667,30.5,1,1,1,1,0.170242813,0.174734793,0.160354585,2.76,0.078250198,0.176308903,0.01,0.015122624,0.8341,0.694046,Uncertain
"Muskingum County, OH",39119,Micropolitan,"Zanesville, OH",Micropolitan,OH,Region 5,86215,1,0.0074,3.00E-04,1521,0.0176,4.00E-04,562,652,0,0,-0.07,-1,0.00034597,607,704,12,13.9,6569,39,SustainedHotspot,0.162,431,500,1,0.014,0.65,0.02,0.149,262,304,1,0.98,0.025,-0.34,-0.01,0.124,396,459,1,0.99,56,35,52,32,0.84,0.24,0.8,0.32,0.41,0.11,-0.15,0.33,0.01,-0.03,-0.06,0.01,0,-0.08,1,162,24,37,1,1,1,1,0.061840917,0.163485229,0.182091283,2.46,0.037441281,0.012074465,0,0.006031433,0.5981,0.34957,Uncertain
"Blair County, PA",42013,Small metro,"Altoona, PA",Metropolitan,PA,Region 3,121829,1,0.0095,4.00E-04,3125,0.0257,4.00E-04,561,460,19,15.6,-0.16,0.73,0.000379028,665,546,11,9,9182,206,SustainedHotspot,0.102,3887,3191,0.91,-0.011,0.01,0.04,0.113,3859,3168,2,0.87,0.026,-0.08,-0.05,0.087,4176,3428,2,0.92,45,10,15,3,0.79,0.19,0.91,0.28,0.64,0.33,0.01,1.97,0.01,-0.02,0.11,-0.16,0.13,0.02,4,430.7142857,58.71428571,48,1,0.75,1,1,0.053023742,0.14601228,0.212880349,2.34,0.018936378,0.013387617,0,0.007009825,0.3981,0.338746,Uncertain
"Rockingham County, NC",37157,Medium metro,"Greensboro-High Point, NC",Metropolitan,NC,Region 4,91010,0.1179,0.0087,3.00E-04,0,0,4.00E-04,557,612,2,2.2,0.04,-0.6,0.000306072,537,590,5,5.5,5526,32,SustainedHotspot,0.169,3185,3500,0.99,0,0.29,0,0.17,2463,2706,1,0.99,0.056,0.04,0.01,0.113,2357,2590,1,0.98,13,12,8,7,0.99,0.17,0.86,0.5,0.26,0.2,0,-0.43,0,0.01,-0.02,-0.06,0,-0.11,1,107,8,5,1,1,1,1,0.102222814,0.180454226,0.208724316,2.41,0.185957587,0.063289748,0.01,0.006724536,0.7857,0.917224,Uncertain
"Tazewell County, IL",17179,Medium metro,"Peoria, IL",Metropolitan,IL,Region 5,131803,0.329,0.0104,4.00E-04,0,0,4.00E-04,552,419,15,11.4,-0.29,-0.5,0.000445714,782,593,30,22.8,11765,242,SustainedHotspot,0.109,3428,2601,0.99,-0.015,0.06,0.01,0.124,3237,2456,1,0.98,-0.01,0.04,-0.01,0.135,3099,2351,1,0.99,12,17,0,0,0.52,0.12,0.23,0,0.06,0,0.5,-1,-0.04,0.01,-0.07,-0.05,0.06,0,2,70,8,9,1,1,1,1,0.037116807,0.085832472,0.193144314,2.4,0.013064953,0.02455938,0,0.009316935,0.107,0.373766,Uncertain
"Lee County, AL",1081,Small metro,"Auburn-Opelika, AL",Metropolitan,AL,Region 4,164542,1,0.0336,5.00E-04,25806,0.1568,4.00E-04,551,335,22,13.4,-0.45,4.5,0.000569397,999,607,4,2.4,12392,101,SustainedHotspot,0.167,2405,1462,0.98,-0.08,0.33,0.03,0.247,1813,1102,0,0.95,0.046,0,-0.02,0.201,1818,1105,0,0.97,48,17,0,0,0.83,0.28,1,0.72,0.74,0.45,-0.13,-1,-0.01,0.01,0,0.05,0.02,-0.03,1,289,30,34,1,1,1,1,0.079296494,0.214799434,0.124053433,2.58,0.226452821,0.037017904,0,0.041691483,0.6602,0.735753,Uncertain
"Floyd County, GA",13115,Small metro,"Rome, GA",Metropolitan,GA,Region 4,98498,1,0.0093,3.00E-04,3071,0.0312,3.00E-04,549,557,11,11.2,0.08,10,0.000290683,510,518,1,1,8887,140,SustainedHotspot,0.153,1397,1418,0.94,-0.054,0.72,0,0.207,810,822,0,0.94,-0.039,-0.52,-0.01,0.246,1687,1713,0,0.95,114,22,12,2,0.87,0.3,0.97,0.59,0.13,0.08,-0.38,0.03,-0.07,0.01,-0.01,0.05,0.01,0.01,2,524,78.42857143,224,1,1,1,1,0.137543682,0.190684825,0.170348637,2.6,0.144388719,0.11590083,0.01,0.015959715,0.8854,0.697867,Uncertain
"Strafford County, NH",33017,Large fringe metro,"Boston-Cambridge-Newton, MA-NH",Metropolitan,NH,Region 1,130633,0.0268,0.0961,4.00E-04,13896,0.1064,3.00E-04,547,419,9,6.9,-0.12,1.25,0.000352809,619,474,4,3.1,4655,44,SustainedHotspot,0.171,2116,1620,0.96,-0.003,0.16,0,0.174,1824,1396,1,0.96,0.02,-0.18,0.05,0.154,2228,1706,1,0.91,24,9,25,10,0.67,0.11,0.74,0.15,0.06,0.02,-0.17,-0.24,-0.02,-0.04,-0.09,0.02,0,0,2,253,16,61,1,1,1,1,0.069791264,0.099962924,0.154424992,2.46,0.012424119,0.027726532,0,0.037471389,0.1748,0.03311,Uncertain
"Craighead County, AR",5031,Small metro,"Jonesboro, AR",Metropolitan,AR,Region 6,110332,0.8242,0.0366,3.00E-04,7456,0.0676,3.00E-04,545,494,3,2.7,-0.2,-0.7,0.000386438,678,615,10,9.1,11399,149,SustainedHotspot,0.14,3436,3114,0.98,-0.031,0.09,-0.01,0.171,3151,2856,0,0.99,-0.005,-0.06,0.01,0.176,3343,3030,0,0.98,69,18,24,6,0.95,0.26,0.99,0.28,0.5,0.22,0.11,-0.13,0,-0.01,0.02,0.01,-0.04,0.04,2,388.4285714,77,61,1,1,1,1,0.092578797,0.183824398,0.139796251,2.5,0.165563934,0.052505166,0.01,0.012797738,0.8041,0.381407,Uncertain
"Adams County, PA",42001,Small metro,"Gettysburg, PA",Metropolitan,PA,Region 3,103009,1,0.008,3.00E-04,2600,0.0252,3.00E-04,545,529,14,13.6,0.1,-0.22,0.000282704,496,482,18,17.5,5690,122,SustainedHotspot,0.181,2308,2241,0.92,-0.024,-0.02,0.01,0.205,2359,2290,2,0.91,-0.02,0.14,0,0.225,2075,2014,2,0.91,12,16,71,93,0.91,0.36,0.86,0.46,0.06,0,-0.33,0.18,-0.11,-0.1,-0.06,-0.17,-0.23,-0.3,1,76,8,6.714285714,1,1,1,1,0.057606797,0.087894,0.210952441,2.5,0.016425749,0.072915959,0,0.008552651,0.2118,0.424387,Uncertain
"Sandoval County, NM",35043,Medium metro,"Albuquerque, NM",Metropolitan,NM,Region 6,146748,0.1599,0.07,4.00E-04,0,0,3.00E-04,540,368,9,6.1,-0.09,0,0.00033742,592,403,9,6.1,9401,151,SustainedHotspot,0.096,4707,3208,0.79,-0.017,0.14,0.17,0.113,4128,2813,3,0.62,0.022,0.06,-0.19,0.091,3892,2652,2,0.81,23,33,0,0,0.74,0.35,0.93,0.77,0.55,0.52,0.05,-1,-0.04,-0.01,0.25,0.2,0.14,0.11,1,70,12,15,1,1,1,1,0.098406366,0.142753613,0.184602175,2.78,0.020797558,0.399412598,0.14,0.016681658,0.4818,0.283668,Uncertain
"Campbell County, KY",21037,Large fringe metro,"Cincinnati, OH-KY-IN",Metropolitan,KY,Region 4,93584,0.0421,0.0209,3.00E-04,9503,0.1015,3.00E-04,538,575,0,0,-0.06,-1,0.000326591,573,612,10,10.7,5624,34,SustainedHotspot,0.213,2447,2615,0.94,0.016,0,-0.04,0.197,2455,2623,1,0.98,0.037,0.17,0,0.16,2091,2234,1,0.98,96,57,65,39,0.74,0.73,0.59,0.58,0.58,0.33,0.32,0.48,0.02,0.02,0.04,0.05,-0.03,0,1,168,50,31.28571429,1,1,1,1,0.045831495,0.137608175,0.161010429,2.44,0.029064797,0.021606257,0,0.010706958,0.2188,0.162369,Uncertain
"Grayson County, TX",48181,Small metro,"Sherman-Denison, TX",Metropolitan,TX,Region 6,136212,1,0.0047,4.00E-04,1295,0.0095,3.00E-04,536,394,22,16.2,-0.58,0.47,0.000731267,1283,942,15,11,8458,215,SustainedHotspot,0.184,3119,2290,0.78,-0.038,-0.11,-0.18,0.222,3488,2561,2,0.96,-0.006,0.11,0.03,0.228,3156,2317,1,0.93,96,19,9,2,0.92,0.26,0.99,0.48,0.52,0.07,-0.36,-0.17,-0.01,0,0,0,-0.01,0.01,4,502.1666667,76.83333333,178.3333333,1,1,1,1,0.168729457,0.138344608,0.177532082,2.63,0.058460341,0.142204798,0.02,0.015556632,0.6592,0.525629,Uncertain
"Lycoming County, PA",42081,Small metro,"Williamsport, PA",Metropolitan,PA,Region 3,113299,1,0.0089,3.00E-04,5513,0.0487,3.00E-04,533,470,34,30,-0.12,1.12,0.00034369,603,532,16,14.1,7233,174,SustainedHotspot,0.179,2661,2349,0.91,-0.004,-0.09,-0.01,0.183,2937,2592,2,0.92,-0.01,0.04,0.06,0.193,2830,2498,2,0.86,66,21,6,2,0.75,0.2,0.8,0.24,0.32,0.07,0.14,-0.6,0.01,-0.02,-0.12,-0.18,0,-0.08,3,319.5714286,32,53,1,1,1,1,0.059216536,0.141812825,0.198245351,2.37,0.045631471,0.021500631,0,0.006725567,0.421,0.163324,Uncertain
"Winnebago County, WI",55139,Small metro,"Oshkosh-Neenah, WI",Metropolitan,WI,Region 5,171907,1,0.0295,5.00E-04,9374,0.0545,3.00E-04,533,310,7,4.1,-0.02,-0.22,0.000309492,543,316,9,5.2,18204,182,SustainedHotspot,0.079,6347,3692,0.97,0.001,0.01,-0.02,0.078,6280,3653,1,0.99,0.001,-0.01,0.03,0.077,6343,3690,1,0.96,23,11,5,2,0.57,0.08,0.53,0.1,0.13,0.02,0.1,-0.44,-0.08,-0.01,0.01,0.02,0,-0.01,3,217,26,78.42857143,1,1,1,1,0.047354166,0.118610848,0.168160692,2.31,0.023524347,0.04357007,0.01,0.030586305,0.1608,0.147405,Uncertain
"Cambria County, PA",42021,Small metro,"Johnstown, PA",Metropolitan,PA,Region 3,130192,1,0.0102,4.00E-04,5324,0.0409,3.00E-04,526,404,45,34.6,-0.04,0.96,0.000313482,550,422,23,17.7,9986,322,SustainedHotspot,0.088,3884,2983,0.92,-0.016,0.05,0.01,0.104,3701,2843,2,0.91,-0.01,-0.17,0.17,0.114,4456,3423,2,0.74,39,11,24,7,0.74,0.13,0.84,0.31,0.43,0.16,0.43,0.32,0.06,-0.01,-0.02,-0.01,-0.02,-0.03,4,342,25,56,0.75,0.75,1,0.75,0.046480055,0.15359636,0.232287698,2.24,0.035278665,0.017635492,0,0.005123203,0.4892,0.42375,Uncertain
"Richland County, OH",39139,Small metro,"Mansfield, OH",Metropolitan,OH,Region 5,121154,1,0.0104,4.00E-04,883,0.0073,3.00E-04,526,434,11,9.1,-0.19,-0.27,0.000369908,649,536,15,12.4,8674,115,SustainedHotspot,0.203,627,518,0.99,0.047,-0.16,0,0.156,750,619,2,0.99,0,0.15,0,0.156,652,538,1,0.99,47,20,3,1,0.83,0.22,0.91,0.18,0.22,0.08,-0.29,0.39,-0.1,-0.04,0.03,-0.08,-0.08,0,3,230.4285714,28.28571429,65,1,1,1,1,0.078982936,0.142760147,0.197599749,2.38,0.094037341,0.020560609,0,0.007956815,0.6169,0.259472,Uncertain
"Elkhart County, IN",18039,Small metro,"Elkhart-Goshen, IN",Metropolitan,IN,Region 5,206341,1,0.0306,6.00E-04,857,0.0042,3.00E-04,526,255,6,2.9,-0.19,-0.62,0.000372188,653,316,16,7.8,23971,338,SustainedHotspot,0.129,3387,1641,0.92,-0.044,0.06,0.09,0.173,3186,1544,2,0.83,0.013,-0.13,-0.01,0.16,3665,1776,2,0.84,56,16,5,1,0.71,0.16,0.78,0.21,0.17,0.05,-0.14,-0.17,0,-0.03,-0.11,-0.12,-0.1,-0.03,2,342,36,49,1,1,1,1,0.15163753,0.133435046,0.151254477,2.77,0.056164311,0.167586665,0.01,0.012246718,0.7701,0.457179,Uncertain
"Brunswick County, NC",37019,Medium metro,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan,NC,Region 4,142820,0.2874,0.0136,4.00E-04,0,0,3.00E-04,526,368,5,3.5,-0.15,1.5,0.0003511,616,431,2,1.4,5544,79,SustainedHotspot,0.13,3645,2552,0.99,-0.017,0.22,0,0.148,2976,2084,1,0.99,0.027,0.13,0.06,0.12,2636,1846,1,0.93,20,14,0,0,0.59,0.12,0.73,0.25,0.06,0.06,0.42,-1,0,0,0.13,-0.09,0.01,0.02,2,139.7142857,5.714285714,30,1,1,1,1,0.109521578,0.128862617,0.326319843,2.32,0.097451337,0.04930682,0.01,0.007491948,0.3583,0.746259,Uncertain
"Rutherford County, NC",37161,Micropolitan,"Forest City, NC",Micropolitan,NC,Region 4,67029,1,0.0064,2.00E-04,0,0,3.00E-04,525,783,32,47.7,-0.14,0.78,0.00034825,611,912,18,26.9,5473,145,SustainedHotspot,0.179,2745,4095,0.97,-0.055,0.13,0.03,0.234,2436,3634,1,0.94,0.027,0.16,-0.01,0.207,2109,3146,1,0.95,22,18,54,43,0.42,0.19,0.44,0.33,0.4,0.3,0.1,0.29,0.01,0,0,0.1,0.24,0.29,1,125,10,9,1,1,1,1,0.112038195,0.179796463,0.221620493,2.48,0.095839114,0.048113503,0,0.006176431,0.7551,0.846546,Uncertain
"Terrebonne Parish, LA",22109,Small metro,"Houma-Thibodaux, LA",Metropolitan,LA,Region 6,110461,0.5309,0.0238,3.00E-04,0,0,3.00E-04,523,473,6,5.4,-0.27,0,0.000406956,714,646,6,5.4,7497,161,SustainedHotspot,0.113,3637,3293,0.99,-0.042,0.17,0,0.154,3105,2811,0,0.99,0.002,0.16,0,0.153,2671,2418,0,0.99,49,15,1,0,0.66,0.1,0.72,0.18,0.11,0.03,0.06,0.04,0.02,0.02,-0.02,0.01,-0.01,0.01,4,324,42.14285714,116,1,1,1,1,0.124992136,0.215949041,0.149401146,2.78,0.18938811,0.051294122,0.06,0.010999357,0.8952,0.66603,Uncertain
"St. Lawrence County, NY",36089,Micropolitan,"Ogdensburg-Massena, NY",Micropolitan,NY,Region 2,107740,1,0.0055,3.00E-04,12233,0.1135,3.00E-04,517,480,7,6.5,-0.17,0.75,0.000353949,621,576,4,3.7,3320,55,SustainedHotspot,0.062,6517,6049,0.67,-0.035,0.78,0.13,0.097,3666,3403,2,0.54,-0.005,0.1,0.11,0.102,3330,3091,2,0.43,47,19,1,0,0.45,0.11,0.68,0.38,0.06,0.04,0.54,-0.84,-0.01,0,0.01,0.06,-0.04,-0.06,5,251.8571429,20,44,1,1,1,1,0.059178413,0.177169681,0.179682569,2.34,0.022359384,0.02407648,0.01,0.010933729,0.7475,0.676536,Uncertain
